"","P16902_146","P16902_147","P16902_148","P16902_144","P16902_145","P16902_149"
"C17orf85",9.91739464452544,9.94340011691356,9.94639914350564,9.99592437710767,9.99355766857667,10.0843746465997
"ATP2A3",5.43226952355336,4.58878259651035,5.13786241172375,4.64396487703681,5.03903521958369,4.76371589021208
"CA12",9.88569500320504,9.88343918580145,9.82817581287071,8.38589066215898,8.72331940145372,7.6805890691043
"MGLL",7.12385340854776,6.90172495385375,6.36527543281753,6.01035734573399,5.99036612397887,6.1912683413666
"NTN4",8.6411061146322,8.4852008471135,8.49044603867034,7.86978114618273,7.68283904712796,7.15133162417071
"BCS1L",8.91068724939637,8.72498766237102,8.84150542723184,8.88298778747015,9.0694750500515,8.57549143590271
"NUAK1",9.73434331065721,9.71164401554334,9.79103249136151,10.2931344200017,10.3022104927532,10.629934783692
"DPP8",10.2593942955875,10.3699562853939,10.13367533322,10.1333146962818,10.2503709634882,10.4143814348275
"SLC24A1",6.82598312485697,6.77569217432756,6.89544820275353,7.09170070117212,6.7624132232569,7.96209693964475
"ZNF532",12.3323470916013,12.3577454026697,12.4736683960032,12.4580417712327,12.4630189317769,12.1964775950037
"SCARF1",5.5207400332063,5.45795213323723,5.63329680407505,5.60255728389094,5.32290848716218,4.98896808752624
"LMAN1",10.3162514219252,10.4574460061879,10.3431550694885,10.546343535831,10.3084830955908,11.1615400073474
