"","P13555_101","P13555_102","P13555_103","P13555_104","P13555_105","P13555_111","P13555_112","P13555_113","P13555_114","P13555_115"
"HS3ST1",5.39629005145591,4.79556092770347,5.62680653548572,5.47252502713915,5.51329090006444,6.1878453781866,5.68663326306789,6.22778237333397,5.75816467518843,5.76407913550411
"HECW1",7.84207332746665,6.84192778179137,6.61665892873593,6.83215540872813,7.01558034881035,6.14015958239709,6.20555531142228,6.74921893999286,6.60148937645732,6.07806983107162
"MAD1L1",8.07642400232924,8.67309889590724,8.90977898333532,9.09721679809189,9.53435692864106,8.61417648858166,9.17742777467184,9.36714756379883,9.60028759678376,9.77392672952913
"LASP1",12.3155839511632,11.1245269530353,11.3850988595421,11.6879388724963,11.9031415989772,12.4463067464291,12.5918653467291,12.3894454910473,12.1956740244613,12.1528278913078
"SNX11",9.19986957143444,8.78098446976237,8.81742503881303,8.8959109737536,8.84693591416897,8.54397210336941,8.72029480626064,8.70266176905768,8.53040249582008,8.77175319102251
"M6PR",11.3316927934266,10.8752957564367,10.745634446046,10.8030716489498,10.7409670139876,11.2480360613511,10.960796230466,10.7626076746617,10.739187005251,10.7359995153865
"KLHL13",8.45994501152974,9.52447070935119,9.23228693266004,9.17770633885233,8.93400316556577,8.55661338813587,8.75270914505403,8.75850842386993,8.84705500351733,9.00735582714902
"CYP26B1",5.33016618144851,8.37991793305527,8.07383296331682,7.58982260164639,7.29680107802751,4.90878443777828,4.73527770463583,4.94017767448947,5.23329518360745,4.96222340504125
"ICA1",7.09118364167154,7.56911064982935,7.79433820090858,7.36216656848883,7.34447257019005,7.11750288163834,7.02642030417028,6.84693383288031,7.22330519131973,7.60672723563706
"DBNDD1",6.56751022216359,6.57001222522666,6.87547485750417,6.87867637393677,6.84162452146561,5.89863415618155,6.36347775062982,6.61614577669834,6.45109291556318,6.36371628162201
"ALS2",11.7769886455941,11.0689737008872,11.0549790759723,11.1343276302768,10.9908609537594,11.471947410844,11.1916493028886,11.0349892071034,10.8467087161703,10.8891945425705
"CASP10",4.99231295536008,4.98537938635244,5.0398177401233,4.93813031504109,4.69626751308561,4.90878443777828,4.96738397260889,4.94017767448947,5.23329518360745,5.16133175700455
"CFLAR",11.1402861673153,10.3853866886435,10.6204868722796,10.728042056318,10.7043454051684,10.9289411254525,10.7446347308395,10.654155076019,10.3791973908595,10.4660754784985
"TFPI",10.5061697238439,8.04597962256246,7.83440613672663,8.7084013508368,8.89901970173874,11.1770165759236,10.1246529920526,9.8431551605465,9.60217833276687,9.30900160341382
"NDUFAF7",9.54892471857043,9.29657096999406,9.08830481472476,9.17167216889373,8.93400316556577,9.2174266483095,8.84828340588589,8.81519320850552,8.84385844741876,8.8382449046875
"RBM5",12.3413620503589,12.3081890961768,12.1270743713605,12.0501387353346,12.1342632524499,12.1106753435074,11.9439368287885,11.9230066115232,12.020592477276,11.9268032005415
"MTMR7",6.31602817312856,7.56911064982935,7.8264824898749,7.5147443687944,7.91477207462763,5.98472764491908,5.81089560116595,6.1294366738706,6.17547308000485,5.93169550429969
"SLC7A2",7.35875335761213,9.00211344965597,8.53746571479476,8.37128060877953,8.21048946366044,8.54819825560459,8.19894713698864,8.0928642820671,8.465250396674,8.45383171686674
"ARF5",8.55693123486782,8.8780967378584,8.93196926164443,8.95686016700628,9.33375733151282,8.58978880967283,9.36013815392015,9.4765021989149,9.85458846756485,10.1006196614035
"SARM1",9.28544495254051,9.92431586583482,10.1844366306056,9.95979498128794,9.90101672398462,9.1159152087538,9.3336315543492,9.01937894358489,9.48204674323075,9.44714772598264
"POLDIP2",10.6145444633362,10.4334768883192,10.5529946681292,10.5489634925442,10.6839709842445,10.6664623850875,10.6948675252439,10.6186247831103,10.4543560944475,10.7201646715311
"PLXND1",8.99558351538811,7.89982890987076,8.30742909571046,8.07303439815729,8.76292912644803,9.52619480713264,10.2018630451799,9.43907042072272,9.2912686888812,9.61347612672544
"AK2",11.3728971577992,11.2098307325989,11.1053979964218,10.9773245248859,11.0326374300595,11.1647181014924,11.0388289945877,11.0511943552989,10.9921497610544,11.0650976560539
"CD38",5.51574818416699,4.33057497578978,4.68786443689673,5.03043248014873,4.96065067426238,4.90878443777828,4.73527770463583,5.1326467478885,4.65428740379065,5.03540298630699
"FKBP4",11.1969834078383,11.3078733714969,10.8940806959612,11.0307477680126,11.0741079819377,11.574673511371,11.5608545414804,11.2337519963387,11.1879265420915,11.3497713201792
"KDM1A",12.7265591487037,13.0373305016575,12.863747713757,12.8499865175756,12.7675089926451,12.9877440253141,12.7939684146668,12.8415049297849,12.8212092551192,12.8950694214117
"RBM6",11.7265282843932,11.7154063661926,11.6130038800339,11.5448886830547,11.5392106130481,11.6691178381295,11.340055453614,11.3496579856239,11.3468185750579,11.3268427919306
"CAMKK1",5.84865908810635,6.60310984922671,6.57803069324282,6.51309202186153,6.54036147578112,5.98472764491908,6.11841322359325,6.20872801580752,6.34020105418599,6.18776847488738
"RECQL",11.1040372954237,10.4682521094427,10.2058128580241,10.4823407433699,10.4719063071181,11.2838565265493,10.8831774682286,10.6418599523297,10.5766564071886,10.5849688359162
"CCDC132",10.3290337778954,10.1512992953411,9.81671501423052,9.80674671028003,9.8203183416971,9.84171745184803,9.62635406982179,9.47465353419328,9.50243987977865,9.61166941040302
"HSPB6",4.71485058447103,4.79556092770347,4.68786443689673,4.33057497578978,4.33057497578978,4.66588788160403,4.33057497578978,4.63707218795713,4.97401271282275,4.33057497578978
"ARHGAP33",6.00174445646994,6.42858653797018,6.98118099690571,7.0231990748858,7.46777301262519,6.2561030638696,7.32580707899398,7.20746561990911,7.63611395704912,7.76599279630663
"NDUFAB1",9.55168971181564,9.27461705335752,9.24119503456208,9.10989664776551,9.37108223814769,9.38479490675389,9.29751286532185,9.1914084056547,9.26524263612945,9.4122772714712
"PDK4",5.09251399002393,6.18217054104477,5.96039599542769,5.36817684000305,5.5629530087137,5.55128482732101,5.26631329413997,5.41223284120757,5.38297216240648,5.3641835832025
"ZMYND10",4.71485058447103,5.57095247306812,5.6693363556401,5.42182782703181,5.69883182024358,4.99677635785228,5.34474360463503,5.71692020024012,5.65938221432083,4.96222340504125
"SLC25A13",11.2266805725179,10.9033604339112,10.8018543058673,10.8882406063651,10.7883927834046,11.3726726269351,11.1877116325207,11.0629224971717,10.9189892527929,11.0391346470416
"ST7",10.2881883068414,10.0284983238692,9.87125598521402,10.206787885733,9.91856764433657,10.0298263481784,9.77028991196101,9.73768739384474,9.55999794293382,9.80587646446486
"CDC27",12.2617598783636,12.1502099698859,11.853946008538,11.9186662039071,11.9616670350616,12.1651931336784,12.013989192108,12.0278175128826,11.8301837656641,11.9401737555219
"CALCR",7.92168684986579,6.24842743097155,5.92785761883082,7.19089885981123,6.75454302597245,7.25000261562804,5.78714703259818,5.65667208095948,5.51112405745382,5.93169550429969
"HCCS",8.91189796517591,8.32860875174385,8.31308925014349,8.29540487611265,8.53359948181488,8.84454405682775,8.62718732077061,8.62130708919754,8.45689418606925,8.52098814745737
"DVL2",9.03566826965042,9.61846266111434,10.0675304445171,10.1388841944287,10.2372431547129,9.41282022461352,10.2384951425067,10.4111487515582,10.4512140860274,10.6672494511575
"UPF1",8.55693123486782,9.14076535083423,9.6372465111046,9.22800036114978,9.73922905040973,9.06676028997345,9.83971532436717,10.0042634514007,10.1644839491641,10.1524737070155
"SKAP2",7.4930643656052,7.34100411937511,7.02409937080491,7.23866645339819,7.34447257019005,7.78617284089293,7.69500093747452,7.55130647080841,7.33844719056677,7.47627426463747
"SLC25A5",11.8056288128535,11.5283025299961,11.3783923758268,11.4534533031293,11.5189062752745,11.4377174082219,11.5646549459362,11.4829028392037,11.3857337113437,11.6476937272886
"CCDC109B",7.60494791672956,8.17324926678066,8.22574169792999,7.96499216767913,7.48907278371461,7.98087413790141,7.69500093747452,7.59323226475934,7.84372995679824,7.82374645567543
"POLR2J",7.58327005772246,8.24550782938881,8.47325767993843,8.51672143869116,8.5686910010541,8.01803363697976,8.63880000061884,8.59767640905344,8.62662416379639,9.06927186152686
"DHX33",9.3756130316573,9.00508087182087,9.25884754839763,9.37176137804359,9.25607304931047,10.1731850075278,9.93795950019871,9.46723505680638,9.2771310170545,9.69593349099443
"MEOX1",4.87244003929037,4.66007803306173,4.83458388574106,4.93813031504109,4.84637639220456,5.55128482732101,5.90116512502419,5.8799229743451,5.90530937184597,6.26901466030822
"THSD7A",9.3756130316573,10.7359890869128,10.327814118659,10.7239287070944,10.3246638928314,9.8016660310208,9.01336573734317,9.66174501313326,9.35546878014403,9.35077148197746
"LIG3",11.0888983640393,11.397984621563,11.1759360865096,11.2539677966359,11.4210922164556,11.2933021518246,11.147225364085,11.1865695371139,11.1740192071984,11.2690204954483
"RPAP3",10.3450534231739,9.94298395494315,9.95299956261885,9.98923275980541,9.85516869637395,10.5754442660501,10.1782380838479,10.2454985576534,9.99068749281268,9.87978436142117
"ACSM3",5.25855841642077,5.12920837879625,5.0398177401233,5.2498722258155,5.51329090006444,5.83743871849943,6.30265579186329,5.7739667188968,5.65938221432083,6.22905212708607
"CIAPIN1",10.9792554550852,10.8275516208741,10.7341226398425,10.7453940857431,10.7020957420825,10.8449317528475,10.7593024174099,10.6824425302289,10.604263314521,10.802412792026
"SPPL2B",6.25922715183583,6.99689993918281,7.36011583045738,7.57142443843284,7.5611820919827,6.29962719102008,7.18819388594829,7.26952168329535,7.66561827053816,7.85484494982508
"FAM214B",8.93328037078948,8.58452279611263,8.87583782638649,8.68738399521794,9.1965295425945,7.7644202259769,8.43068070543807,8.38527853831344,8.33903875016791,8.69179189996209
"COPZ2",5.9653217586709,5.40106271235254,5.32398437444783,5.52065463620509,5.21482885983712,6.14015958239709,6.2711153908578,6.35364255730441,6.1532639836321,6.14506083677749
"PRKAR2B",10.0133475902832,10.0357630969294,9.82265839349486,10.0659994034789,9.91079360598706,9.03704114086615,9.11236681032855,9.30815197030055,9.0712910973612,9.13619802628744
"MSL3",9.84102518795136,9.45677642503426,9.44767108550205,9.45607093152213,9.41022499534646,9.69542912307005,9.58501309048257,9.5660351473176,9.52055007112419,9.71625147013841
"CREBBP",10.1362860897872,10.2344659355604,10.6044824967843,10.2008798404068,10.3820074042017,10.2707874799593,10.293588819528,10.5163713525455,10.4720326479508,10.6364976860212
"BZRAP1",5.67141765491266,6.61935331382803,6.95180411603536,6.86334572456278,6.54036147578112,5.98472764491908,6.22227049882841,6.64384343763073,6.89774903843345,7.16212463419364
"GCFC2",9.60856143951443,10.1553067840796,9.7784935282686,9.59325301873841,9.66490648369006,9.51115196577373,9.31387849100733,9.33693450809716,9.21668231002439,9.21212850339788
"WDR54",8.42408531904262,8.96906120201083,8.90977898333532,8.94629045337596,9.14771720282303,8.39702365934535,8.80258128349226,8.83552595481838,8.96353946540825,9.08238635853431
"CROT",8.69363519424609,8.62370752973153,8.34658804117694,7.97895395543282,7.96851645071072,8.39702365934535,8.51506550327392,8.48439902290865,8.52641607790729,8.10781767026911
"ABCB4",7.25228911515344,6.84192778179137,6.87547485750417,7.41488986827994,6.84162452146561,6.60312900660148,7.02642030417028,6.72364210763402,7.00725558569118,6.64195906418441
"KMT2E",11.6160275657016,11.7971660332961,11.5606471356603,11.4195221540172,11.2164515270008,11.1101786874511,10.7797205732351,11.1775129130181,11.1935774846398,11.1949816215489
"RHBDD2",8.32382441657995,8.88133116320465,9.38476288171555,9.54507868388841,9.73042177027403,8.47460290176957,9.03108008199998,9.18689733346146,9.51051697571698,9.5657490842679
"SOX8",5.92773014022402,6.1592745986797,6.74365668429562,6.24701334500452,6.11910698556725,6.11560361066451,6.88374612401705,6.48377191165179,6.55324637469908,6.56607021381238
"IBTK",12.119096445719,11.546720711692,11.4135866524592,11.5290644278963,11.5486307784637,11.9274973654286,11.6150039252741,11.5853197409931,11.4369220523648,11.2979406659039
"ZNF195",10.6420334887667,10.7816330476882,10.8128400157662,10.7187704685818,10.5836672028726,10.9321695760692,10.6024916601988,10.4992073518631,10.6108486192376,10.4918298284017
"MYCBP2",12.4516119167557,12.2092106003787,12.0498338185187,12.0554673630126,11.9026519354659,12.330281868249,11.7923949471881,12.0325338160345,11.9150992401314,11.6764803830225
"FBXL3",10.5919011890947,10.1009353443734,9.92932676760291,9.92078425227751,9.77607088021548,10.3441329267879,9.95775511925316,9.81421838268595,9.76966810696141,9.65617126977153
"PDK2",7.61566331007744,7.87394207411769,8.42183261424319,8.25590309200558,8.28483609639731,7.65034770390814,8.23005104211269,8.42037079935039,8.50226201557336,8.81327617663231
"ITGA3",7.48137131561478,5.87369573455738,6.57803069324282,6.38693357880373,6.9702896733483,8.41565907970816,7.76599945472287,6.68433835931874,6.58560340853505,6.6996971660365
"ZFX",11.0087148378629,10.9238605914856,10.776571146372,10.9476491762906,10.7894527239548,11.0174735525545,10.7093609214633,10.6967771540413,10.5077572544586,10.6663798680174
"LAMP2",11.2498356723505,10.4146557131712,10.4064066558364,10.6115311147254,10.4303780358023,10.6761228772896,10.4554768423534,10.5091692876895,10.2270629558889,10.1953101088366
"GGNBP2",10.7897920481391,10.3250037658055,10.3730544243333,10.3749430465473,10.2785991927281,10.713192404711,10.2843978203348,10.1293334320158,10.0950439432062,10.0481668789421
"ITGA2B",5.18005872775988,5.57095247306812,5.62680653548572,5.31107647003259,5.4055511004415,5.26471516158577,5.45065977961146,6.16971935934833,6.1532639836321,6.18776847488738
"GDE1",10.8805064856679,10.6731032655166,10.4441529291528,10.615977333431,10.5465317487045,10.5346065294855,10.4725717374197,10.5770401264332,10.4032434888181,10.5904804434128
"C19orf60",6.25922715183583,6.26975501252047,6.79460621240298,6.73402249907324,6.49740021240824,6.47896711485485,6.9329761748198,6.89327007435537,7.15146136193561,7.1108504157836
"CRLF1",4.33057497578978,4.33057497578978,4.33057497578978,4.33057497578978,4.33057497578978,4.33057497578978,4.61721054793331,4.33057497578978,4.33057497578978,4.33057497578978
"OSBPL7",6.69808875644323,6.63540030403098,7.09278312271725,6.60965461386771,7.2723409485333,6.63655848193623,6.9134968307658,7.19837014647336,7.14088742473479,7.25931818396635
"TMEM98",9.72090433922766,10.1338036297057,10.0591653504804,10.1170893231634,10.1174113881694,10.1288422771613,10.5265759358238,10.3204505739886,10.3802991381207,10.6204234350846
"YBX2",4.33057497578978,4.79556092770347,4.83458388574106,4.6830675436575,4.33057497578978,4.80372377585262,4.82542984557953,5.41223284120757,5.11545440641325,5.16133175700455
"MAP3K14",7.1958449193717,6.90865061196633,7.58446793786379,7.57142443843284,8.14543651223459,7.43701211785557,8.02351460022021,7.80393094338401,8.07496003228772,7.66417938888733
"ABCC8",4.87244003929037,6.20465035842247,6.36570213761258,6.59089935793986,6.23157740161976,4.80372377585262,4.73527770463583,5.01089222657774,5.0485066241042,5.03540298630699
"SYNRG",10.873897318302,10.486390924302,10.4169184890087,10.5004900604886,10.4153499369174,10.4300047413929,10.17127391616,10.2368037494475,10.1606414189086,10.2085143087099
"TMEM132A",7.93026386314405,8.35215927600803,9.02779403404421,8.70003128702743,9.15432196637517,8.14095852045939,9.26421271971864,9.26600952698407,9.65777656166944,9.85403988342417
"AP2B1",12.8427898819565,12.0447352773304,11.9443555764846,12.02695694005,12.0133819371503,12.5929733882252,12.2142832548676,12.1749958274256,11.9185153845852,12.123034570339
"TAC1",6.87281432669096,6.98463572983659,7.31517083869417,7.5050719735067,7.2846246070137,5.92804658765732,5.26631329413997,5.5245073090599,5.28618514811633,5.10118319938698
"ZNF263",9.82054186514697,9.80692580609663,9.86934321909571,9.82222659437991,9.84092045677742,10.2015609246916,10.0077631208192,9.92933611791292,10.0021856600585,10.0360972976043
"CX3CL1",7.4214010601533,7.41521610470073,7.81851438691737,8.00647361175266,8.2968600066427,7.38061021226665,8.43068070543807,8.17748051017019,7.98458961585447,8.02838116591097
"SPATA20",7.91305782434733,7.77243577902601,8.3520957482966,8.40776212133327,8.78012801929497,7.41846228471483,8.09713918568485,8.1263689543472,8.44848897131381,8.48582693335371
"CACNA1G",5.25855841642077,5.40106271235254,5.53605160489031,5.61038571340791,5.46095749497023,5.83743871849943,6.36347775062982,6.92701612381106,6.8328862788768,6.99086143637088
"TNFRSF12A",8.06868542054278,6.03787832370549,6.98118099690571,7.43543648602746,7.18318148651252,8.45221817660533,8.83068265564645,7.73712117235981,8.04173873447503,7.65003376346404
"MAP3K9",8.74776959563882,8.94453690282657,9.24710329021184,9.22800036114978,8.98678449457036,8.68110607429149,8.82307298379333,9.18237207775195,9.00418257525289,8.90770425202285
"RALA",9.86122148366861,9.57123316415089,9.14637302785931,9.45109937210598,9.27437583367578,9.62531926999315,9.35663200564511,9.34505350905385,9.38871936580942,9.38925563927485
"BAIAP2L1",6.16888778486691,6.01205929253521,6.59748575816002,6.57187423218602,6.38335295578172,6.03880566654794,6.08174185588789,6.54425512184573,6.32074901727603,6.20858157523992
"KDM7A",9.43971711721411,9.50993202689056,9.51775136530819,9.38224750398916,8.91077569469252,9.23585146676933,8.72574825307578,8.94916624147525,8.88486922514329,8.8749029984373
"ETV1",11.0639536000551,11.005287667253,10.24910897332,10.7000465494663,10.389017626209,11.0174735525545,10.8461825487174,10.8969654512824,10.6341251034966,10.6515161676229
"AGK",10.5851731781847,10.1791205817454,10.0507514356808,10.1186570733065,10.1491420205803,10.3705546268978,10.1891142641971,10.064473372969,10.0291317774924,10.0266394829318
"ALDH3B1",6.10477016249785,6.03787832370549,6.13884531838861,6.11716255862243,6.14820119934896,5.26471516158577,5.90116512502419,5.62520152625999,5.78918560718208,5.90542116030371
"PHTF2",10.4715652327142,10.3344596178223,9.91084864561868,10.0297944813765,10.0123627588064,9.94124440868455,9.8939115191841,9.98492020522026,9.87505916420611,9.80112892409617
"FARP2",10.7190338535328,10.4927387746644,10.2535145677532,10.5088822037075,10.5148379475454,10.4116162032693,10.3892888432777,10.3838442537604,10.2477357935203,10.2001256385836
"GGCT",10.095197680798,10.1921824681013,10.0658613041729,10.151192062077,10.1224681480599,9.76952613559688,9.99429571241767,9.82875939119758,9.68657444360121,9.92266725878274
"DBF4",10.606593250998,10.9731149933678,10.6663603772487,10.7083983150682,10.7573106915778,11.0340955028219,10.8880392002491,10.859938536072,10.8570328540866,10.849140862123
"IFRD1",11.2057815128779,10.5281915081408,10.3180324660794,10.408651281104,10.3650425082542,11.5021292796378,11.0861342728198,10.8087982916825,10.7366086030323,10.5932283684278
"COX10",8.9668442796784,8.86508576088573,8.80143880118004,9.04204480099579,8.83464373600002,8.96310513556155,8.92610793407211,8.82974589527754,8.78507012315342,8.8320432764834
"GTF2IRD1",8.18773387309057,8.49857695889651,8.67989116493946,8.87004332564648,9.09719086609526,8.42947827696764,9.18930591159011,9.32055786225177,9.45090524211174,9.36585999282677
"PAF1",10.2914988614429,10.34033819166,10.1982148200428,10.3814868865228,10.5982577184049,10.3258364923749,10.4054871292268,10.4140438033527,10.352499731342,10.5645774617355
"VPS41",11.5212380102398,11.1217995214693,11.0062182902035,11.0878747960258,10.9103296947437,11.1377061451562,10.9944350362451,10.931719605246,10.7914673073918,10.9062361349431
"ARHGAP44",6.34350178692774,7.6324605607492,7.58446793786379,7.79373509187116,7.65819327432505,6.46022795700923,6.74671221182017,6.83509853905331,7.09776502912617,7.18211475082824
"ELAC2",10.6158654139323,10.6141588933001,10.6284229486452,10.7735265098371,10.8063066865547,10.7979242765248,10.819709676598,10.7641210162736,10.6460820237359,10.751662395816
"SCIN",4.33057497578978,4.33057497578978,4.68786443689673,4.82785029109907,4.84637639220456,4.33057497578978,5.02705800807725,5.23682327573769,4.88894669250284,5.10118319938698
"ARSD",8.51778686585072,7.9189394536245,8.04004331970446,8.1612925685992,8.30283428377532,7.38061021226665,6.88374612401705,7.10397724171966,7.01890002204785,7.21157048292956
"PNPLA4",4.33057497578978,5.12920837879625,5.12159602613066,5.03043248014873,4.69626751308561,6.74737099087911,6.76872003337045,6.35364255730441,6.21872971601641,6.68549503981306
"ADIPOR2",10.9206071446803,10.4874508416401,10.2208898627466,10.4201383262527,10.4015507821922,10.9077781973507,10.7790664149025,10.5553523651511,10.4194116420454,10.495751528867
"CDKL3",6.25922715183583,6.39068801775536,6.24476461583615,5.97178666739436,5.99518719938205,5.7388773683887,5.73805554331806,6.20872801580752,5.87737562861255,5.73351503502551
"UPP2",4.71485058447103,4.33057497578978,4.33057497578978,4.33057497578978,4.84637639220456,4.33057497578978,4.33057497578978,4.33057497578978,4.65428740379065,4.33057497578978
"MARK4",8.11449965182202,8.13570190998198,8.54709360255641,8.45334194150002,8.55375677258132,8.50101118373135,8.93319252853709,8.7121216585863,8.8374439263904,8.9767744098796
"PROM1",10.9184678100371,11.3809774489153,11.1828808091974,11.0223988872883,11.0182433107464,12.2180561332632,11.7658999926216,11.6036069324434,11.6112348993855,11.6769121568702
"CCDC124",6.65597124180182,6.82818078147112,7.02409937080491,6.95284482279224,7.35614077923544,6.93173074582353,7.33306840562733,7.30378000519305,7.44482651493376,7.84867947167925
"CEACAM21",4.71485058447103,4.33057497578978,4.68786443689673,4.82785029109907,4.69626751308561,6.53362242205713,6.33342983273365,6.22778237333397,6.1532639836321,5.63621654396911
"PAFAH1B1",12.8331698927707,12.4702617319214,12.3607208203935,12.4546460284043,12.3518310894064,12.8144642488876,12.4672708040609,12.4625636052811,12.3762868030511,12.3562998598449
"NOS2",5.09251399002393,4.33057497578978,4.33057497578978,4.93813031504109,5.05624547642231,5.20622469736463,4.96738397260889,5.74581767571423,5.33592650206507,5.16133175700455
"DNAH9",5.09251399002393,4.79556092770347,4.94631707027763,5.11117738537336,5.05624547642231,5.26471516158577,5.51511370625478,5.23682327573769,5.17665819594028,5.40815711196975
"KIAA0100",13.1615586858427,12.8678368249429,12.9344873087559,12.9464643413313,13.0383708555985,13.1848236512678,13.045970244571,13.0506281623985,12.8465363920299,12.9779957273604
"GAS7",7.53888882698349,7.29254018196702,7.30370513708668,8.02003667784117,8.00570020217663,4.99677635785228,4.96738397260889,4.94017767448947,4.78742327032165,4.77898666127035
"TRAPPC6A",5.33016618144851,5.35327320950333,6.05293708805353,6.17075086630516,5.99518719938205,5.37064586387164,5.76287656171416,5.8799229743451,6.19728987605317,6.59694968596357
"MATK",4.33057497578978,4.33057497578978,4.33057497578978,4.33057497578978,4.69626751308561,4.33057497578978,4.33057497578978,4.33057497578978,4.88894669250284,4.33057497578978
"ST7L",9.30196610367983,9.24481447420689,9.16833706987012,8.98811101513017,8.8222455095659,9.60926492561188,9.17344651050461,9.20485740539588,9.16130287432491,9.09796757022032
"TKTL1",6.75888083725304,9.9133134434174,9.5128571438571,9.90995914289569,9.54444355279357,4.90878443777828,5.65995947285413,6.14974316344459,6.28092707750375,6.10081257401705
"PAX6",8.95016025351786,12.0262597947383,11.3560371227844,11.289190472657,11.4045862752906,8.10690418784309,8.67590522881508,8.86690731970292,9.75953966524435,9.98538812651151
"RPUSD1",5.67141765491266,6.0879044495466,6.69069987138887,6.80023040982442,7.12954046608313,6.23376267976232,7.17202847048369,7.20746561990911,7.49513818024038,7.96148307028802
"RHBDF1",6.8170460186645,6.51875299291441,6.98118099690571,6.90882923782458,6.9702896733483,6.90494547979526,7.73367231516638,7.44068520042672,8.0019762483759,7.77903160578837
"LUC7L",10.4539465394376,10.6524621662136,10.4582159325415,10.404801841841,10.374962936677,10.4892943840827,10.3944237754051,10.4398410083958,10.5881441180538,10.5438936294662
"CACNA2D2",5.51574818416699,6.1592745986797,6.31870177543774,6.51309202186153,6.02738927449415,6.55134581962172,6.96168436418703,7.32059903352086,7.39264567313369,7.07914812141433
"BAIAP3",4.99231295536008,5.68166143931345,5.96039599542769,5.97178666739436,5.69883182024358,5.59163016382571,6.0048699489579,6.18937722109881,6.67818603991897,6.80821018588343
"TSR3",6.75888083725304,7.05663112437719,7.46654885344409,7.63479572586987,8.25432662596873,7.08229942608529,7.66099198945261,7.91789206089207,8.27388289349743,8.50546728951753
