"Node1","Node2","Weight"
"Perturbation","APC_PUF60_SIAH1_SKP1_TBL1X",0
"Perturbation","APELA",0
"Perturbation","APEX1",51
"Perturbation","APH1A",0
"Perturbation","APH1A_NCSTN_PSEN1_PSENEN",0
"Perturbation","APH1B",0
"Perturbation","APIP",0
"Perturbation","APLF",0
"Perturbation","APLN",0
"Perturbation","APLNR",0
"Perturbation","APOA1",0
"Perturbation","APOA5",0
"Perturbation","APOB",0
"Perturbation","APOC3",0
"Perturbation","APOE",0
"Perturbation","APP",0
"Perturbation","APPL1",0
"Perturbation","AQP5",0
"Perturbation","AR",51
"Perturbation","ARAF",0
"Perturbation","ARAP1",0
"Perturbation","ARAP2",0
"Perturbation","ARAP3",0
"Perturbation","AREG",0
"Perturbation","AREL1",0
"Perturbation","ARF1",0
"Perturbation","ARF6",0
"Perturbation","ARFGAP1",0
"Perturbation","ARFGEF1",0
"Perturbation","ARFGEF2",0
"Perturbation","ARHGAP1",0
"Perturbation","ARHGAP10",0
"Perturbation","ARHGAP11A",0
"Perturbation","ARHGAP11B",0
"Perturbation","ARHGAP12",0
"Perturbation","ARHGAP15",0
"Perturbation","ARHGAP17",0
"Perturbation","ARHGAP19",0
"Perturbation","ARHGAP20",0
"Perturbation","ARHGAP21",0
"Perturbation","ARHGAP22",0
"Perturbation","ARHGAP23",0
"Perturbation","ARHGAP24",0
"Perturbation","ARHGAP26",0
"Perturbation","ARHGAP27",0
"Perturbation","ARHGAP28",0
"Perturbation","ARHGAP29",0
"Perturbation","ARHGAP30",0
"Perturbation","ARHGAP31",0
"Perturbation","ARHGAP32",0
"Perturbation","ARHGAP33",0
"Perturbation","ARHGAP35",0
"Perturbation","ARHGAP39",0
"Perturbation","ARHGAP4",0
"Perturbation","ARHGAP40",0
"Perturbation","ARHGAP44",0
"Perturbation","ARHGAP5",0
"Perturbation","ARHGAP6",0
"Perturbation","ARHGAP8",0
"Perturbation","ARHGAP9",0
"Perturbation","ARHGDIA",0
"Perturbation","ARHGEF1",0
"Perturbation","ARHGEF10",0
"Perturbation","ARHGEF11",0
"Perturbation","ARHGEF12",0
"Perturbation","ARHGEF15",0
"Perturbation","ARHGEF17",0
"Perturbation","ARHGEF18",0
"Perturbation","ARHGEF19",0
"Perturbation","ARHGEF2",0
"Perturbation","ARHGEF25",0
"Perturbation","ARHGEF26",0
"Perturbation","ARHGEF28",0
"Perturbation","ARHGEF3",0
"Perturbation","ARHGEF4",0
"Perturbation","ARHGEF5",0
"Perturbation","ARHGEF6",0
"Perturbation","ARHGEF7",0
"Perturbation","ARHGEF9",0
"Perturbation","ARID4B_BRMS1_HDAC1_HDAC2_ING1_ING2_RBBP4_RBBP7_RBP1_SAP18_SAP30_SIN3A_SUDS3",0
"Perturbation","ARID5B",0
"Perturbation","ARIH1",0
"Perturbation","ARIH2",0
"Perturbation","ARMC10",0
"Perturbation","ARNT",51
"Perturbation","ARNT_HIF1A",0
"Perturbation","ARPC2",0
"Perturbation","ARPP19",0
"Perturbation","ARRB1",0
"Perturbation","ARRB2",0
"Perturbation","ARSA",0
"Perturbation","ARTN",0
"Perturbation","ARVCF",0
"Perturbation","ASAP1",0
"Perturbation","ASAP2",0
"Perturbation","ASAP3",0
"Perturbation","ASB11",0
"Perturbation","ASB2",0
"Perturbation","ASB3",0
"Perturbation","ASB4",0
"Perturbation","ASB9",0
"Perturbation","ASF1A",0
"Perturbation","ASF1B",0
"Perturbation","ASH1L",0
"Perturbation","ASH2L",0
"Perturbation","ASH2L_DPY30_HCFC1_HCFC2_KMT2A_KMT2D_MEN1_RBBP5_WDR5_WDR82",0
"Perturbation","ASH2L_DPY30_KDM6A_KMT2B_KMT2C_NCOA6_PAXIP1_RBBP5_WDR5",0
"Perturbation","ASH2L_DPY30_KMT2A_RBBP5_SETD1A_SETD1B_WDR5",0
"Perturbation","ASH2L_DPY30_KMT2C_RBBP5_SETD1A_SETD1B_WDR5",0
"Perturbation","ASH2L_DPY30_KMT2D_RBBP5_SETD1A_SETD1B_WDR5",0
"Perturbation","ASH2L_SETD1A_WDR5",0
"Perturbation","ASIP",0
"Perturbation","ASPH",0
"Perturbation","ASPSCR1",0
"Perturbation","ASTN2",0
"Perturbation","ASXL1",0
"Perturbation","ASXL2",0
"Perturbation","ASXL3",0
"Perturbation","ATAD2",0
"Perturbation","ATAD5",0
"Perturbation","ATAT1",0
"Perturbation","ATE1",0
"Perturbation","ATF1",51
"Perturbation","ATF2",51
"Perturbation","ATF2_JUN",0
"Perturbation","ATF3",49
"Perturbation","ATF4",51
"Perturbation","ATG10",0
"Perturbation","ATG101",0
"Perturbation","ATG101_ATG13_RB1CC1_ULK1_ULK2",0
"Perturbation","ATG12",0
"Perturbation","ATG12_ATG5",0
"Perturbation","ATG13",0
"Perturbation","ATG13_RB1CC1_ULK1",0
"Perturbation","ATG14",0
"Perturbation","ATG16L1",0
"Perturbation","ATG3",0
"Perturbation","ATG4A",0
"Perturbation","ATG4B",0
"Perturbation","ATG4D",0
"Perturbation","ATG5",0
"Perturbation","ATG7",0
"Perturbation","ATG9A",0
"Perturbation","ATM",0
"Perturbation","ATM_NBN",0
"Perturbation","ATOH1",0
"Perturbation","ATP6AP1",0
"Perturbation","ATP6V1H",0
"Perturbation","ATP7A",0
"Perturbation","ATR",0
"Perturbation","ATRIP",0
"Perturbation","ATRX",0
"Perturbation","ATR_ATRIP",0
"Perturbation","ATXN2L",0
"Perturbation","ATXN7",0
"Perturbation","ATXN7_ATXN7L3_ENY2_KAT2A_KAT2B_SGF29_SUPT20H_SUPT3H_SUPT7L_TADA1_TADA2B_TADA3_TAF10_TAF12_TAF1A_TAF2_TAF5L_TAF6L_TAF8_TAF9_TRRAP_USP22",0
"Perturbation","AURKA",0
"Perturbation","AURKB",0
"Perturbation","AURKC",0
"Perturbation","AUTS2",0
"Perturbation","AVP",0
"Perturbation","AVPR1A",0
"Perturbation","AVPR1B",0
"Perturbation","AVPR2",0
"Perturbation","AXIN1",0
"Perturbation","AXIN2",0
"Perturbation","AXL",0
"Perturbation","AZI2",0
"Perturbation","B0LPE5",0
"Perturbation","B2M_CHEBI_166824_HLA_A",0
"Perturbation","B2M_CHEBI_166824_HLA_B",0
"Perturbation","B2M_CHEBI_166824_HLA_C",0
"Perturbation","B2M_CHEBI_166824_HLA_E",0
"Perturbation","B2M_CHEBI_166824_HLA_F",0
"Perturbation","B2M_CHEBI_166824_HLA_G",0
"Perturbation","B3GNT3",0
"Perturbation","BABAM1",0
"Perturbation","BACE1",0
"Perturbation","BACE2",0
"Perturbation","BACH1",0
"Perturbation","BAD",0
"Perturbation","BAG1",0
"Perturbation","BAG2",0
"Perturbation","BAG3",0
"Perturbation","BAG4",0
"Perturbation","BAG5",0
"Perturbation","BAG6",0
"Perturbation","BAIAP2",0
"Perturbation","BAK1",0
"Perturbation","BAMBI",0
"Perturbation","BANP",0
"Perturbation","BAP1",0
"Perturbation","BARD1",0
"Perturbation","BARD1_BRCA1",0
"Perturbation","BARD1_BRCA1_BRIP1_CHEBI_49883_TOPBP1",0
"Perturbation","BARD1_BRCA1_CHEBI_29035_CHEBI_29105_CHEBI_4705_MRE11_NBN_RAD50_RBBP8",0
"Perturbation","BAX",0
"Perturbation","BAZ1B",0
"Perturbation","BAZ1B_CHEBI_18111_DDX21_DEK_ERCC6_MYBBP1A_MYO1C_SF3B1_SMARCA5",0
"Perturbation","BAZ1B_SMARCA5",0
"Perturbation","BAZ2A_SMARCA5",0
"Perturbation","BAZ2B",0
"Perturbation","BBC3",0
"Perturbation","BBIP1_BBS1_BBS2_BBS4_BBS5_BBS7_BBS9_TTC8",0
"Perturbation","BCAP31",0
"Perturbation","BCAR1",0
"Perturbation","BCAR3",0
"Perturbation","BCKDK",0
"Perturbation","BCL10",0
"Perturbation","BCL10_CARD11_MALT1",0
"Perturbation","BCL2",0
"Perturbation","BCL2L1",0
"Perturbation","BCL2L11",0
"Perturbation","BCL2L2",0
"Perturbation","BCL3",0
"Perturbation","BCL6",49
"Perturbation","BCL9",0
"Perturbation","BCOR",0
"Perturbation","BCORL1",0
"Perturbation","BCR",0
"Perturbation","BCS1L",0
"Perturbation","BDKRB1",0
"Perturbation","BDKRB2",0
"Perturbation","BDNF",0
"Perturbation","BDP1_BRF1_BRF2_TBP",0
"Perturbation","BECN1",0
"Perturbation","BECN1_PIK3C3_PIK3R4_UVRAG",0
"Perturbation","BFAR",0
"Perturbation","BHLHE41",0
"Perturbation","BICDL1",0
"Perturbation","BID",0
"Perturbation","BIK",0
"Perturbation","BIRC2",0
"Perturbation","BIRC3",0
"Perturbation","BIRC5",0
"Perturbation","BIRC5_LAMTOR5",0
"Perturbation","BIRC6",0
"Perturbation","BIRC6_RPS27A",0
"Perturbation","BIRC6_UBA52",0
"Perturbation","BIRC6_UBB",0
"Perturbation","BIRC6_UBC",0
"Perturbation","BIRC7",0
"Perturbation","BLK",0
"Perturbation","BLM",0
"Perturbation","BLVRA",0
"Perturbation","BMAL1",49
"Perturbation","BMAL1_CLOCK",0
"Perturbation","BMF",0
"Perturbation","BMI1",0
"Perturbation","BMP1",0
"Perturbation","BMP10",0
"Perturbation","BMP15",0
"Perturbation","BMP2",0
"Perturbation","BMP4",0
"Perturbation","BMP5",0
"Perturbation","BMP6",0
"Perturbation","BMP7",0
"Perturbation","BMP8A",0
"Perturbation","BMP8B",0
"Perturbation","BMPR1A",0
"Perturbation","BMPR1A_BMPR1B_BMPR2",0
"Perturbation","BMPR1B",0
"Perturbation","BMPR2",0
"Perturbation","BMX",0
"Perturbation","BNIP1",0
"Perturbation","BNIP2",0
"Perturbation","BNIP3",0
"Perturbation","BNIP3L",0
"Perturbation","BORA",0
"Perturbation","BRAF",0
"Perturbation","BRAP",0
"Perturbation","BRCA1",51
"Perturbation","BRCA2",0
"Perturbation","BRCA2_FANCD2_FANCG_XRCC3",0
"Perturbation","BRCC3",0
"Perturbation","BRD2",0
"Perturbation","BRD3",0
"Perturbation","BRD4",0
"Perturbation","BRDT",0
"Perturbation","BRIP1",0
"Perturbation","BRK1",0
"Perturbation","BRMS1",0
"Perturbation","BRSK1",0
"Perturbation","BRSK2",0
"Perturbation","BSPRY",0
"Perturbation","BTAF1",0
"Perturbation","BTC",0
"Perturbation","BTF3",0
"Perturbation","BTG1",0
"Perturbation","BTG2",0
"Perturbation","BTG3",0
"Perturbation","BTK",0
"Perturbation","BTRC",0
"Perturbation","BTRC_CUL1_SKP1",0
"Perturbation","BUB1",0
"Perturbation","BUB1B",0
"Perturbation","BUB1B_BUB3_CDC20_MAD2L1",0
"Perturbation","BZW2",0
"Perturbation","C10orf90",0
"Perturbation","C1D",0
"Perturbation","C1QA_C1QB_C1QC_C1R_C1S",0
"Perturbation","C1QBP",0
"Perturbation","C1RL",0
"Perturbation","C2_C3_C4A_C4B_2",0
"Perturbation","C2_C4A_C4B_2",0
"Perturbation","C3",0
"Perturbation","C3_CFB",0
"Perturbation","C5",0
"Perturbation","C9orf72",0
"Perturbation","CABIN1",0
"Perturbation","CABIN1_HIRA_UBN1",0
"Perturbation","CABIN1_HIRA_UBN2",0
"Perturbation","CABLES1",0
"Perturbation","CABP1",0
"Perturbation","CADPS",0
"Perturbation","CADPS2",0
"Perturbation","CALB1",0
"Perturbation","CALCA",0
"Perturbation","CALCB",0
"Perturbation","CALM1",0
"Perturbation","CALM2",0
"Perturbation","CALM3",0
"Perturbation","CALR",0
"Perturbation","CALU",0
"Perturbation","CAMK1",0
"Perturbation","CAMK1G",0
"Perturbation","CAMK2A",0
"Perturbation","CAMK2A_CAMK2B_CAMK2D_CAMK2G",0
"Perturbation","CAMK2B",0
"Perturbation","CAMK2D",0
"Perturbation","CAMK2G",0
"Perturbation","CAMK4",0
"Perturbation","CAMKK1",0
"Perturbation","CAMKK2",0
"Perturbation","CAMP",0
"Perturbation","CAND1",0
"Perturbation","CAPN1",0
"Perturbation","CAPN1_CAPNS1",0
"Perturbation","CAPN2",0
"Perturbation","CAPN3",0
"Perturbation","CAPNS1",0
"Perturbation","CAPRIN1",0
"Perturbation","CAPRIN2",0
"Perturbation","CARD10",0
"Perturbation","CARD11",0
"Perturbation","CARD14",0
"Perturbation","CARD16",0
"Perturbation","CARD17P",0
"Perturbation","CARD18",0
"Perturbation","CARD8",0
"Perturbation","CARD9",0
"Perturbation","CARM1",0
"Perturbation","CARM1_MAPK12",0
"Perturbation","CASC3_EIF4A3_MAGOH_RBM8A",0
"Perturbation","CASK",0
"Perturbation","CASP1",0
"Perturbation","CASP10",0
"Perturbation","CASP12",0
"Perturbation","CASP1_CASP5_NLRP1_PYCARD",0
"Perturbation","CASP1_MEFV_PYCARD",0
"Perturbation","CASP1_NAIP_NLRC4_PYCARD",0
"Perturbation","CASP1_NLRP1_PYCARD",0
"Perturbation","CASP1_NLRP3_PYCARD",0
"Perturbation","CASP2",0
"Perturbation","CASP2_CRADD_PIDD1",0
"Perturbation","CASP3",0
"Perturbation","CASP4",0
"Perturbation","CASP5",0
"Perturbation","CASP6",0
"Perturbation","CASP7",0
"Perturbation","CASP8",0
"Perturbation","CASP8AP2",0
"Perturbation","CASP9",0
"Perturbation","CASR",0
"Perturbation","CAST",0
"Perturbation","CAV1",0
"Perturbation","CAV3_DAG1_DMD_DTNA_DTNB_LAMA2_NOS1_SGCA_SGCB_SGCD_SGCG_SNTA1_SNTB1_SNTB2_SNTG1_SNTG2",0
"Perturbation","CBFA2T3",0
"Perturbation","CBFA2T3_ZNF652",0
"Perturbation","CBFB",0
"Perturbation","CBFB_RUNX1",0
"Perturbation","CBL",0
"Perturbation","CBLB",0
"Perturbation","CBLC",0
"Perturbation","CBLL1",0
"Perturbation","CBX1",0
"Perturbation","CBX3",0
"Perturbation","CBX4",0
"Perturbation","CBX5",0
"Perturbation","CBY1",0
"Perturbation","CC2D1A",0
"Perturbation","CCAR2",0
"Perturbation","CCDC102B",0
"Perturbation","CCDC88C",0
"Perturbation","CCK",0
"Perturbation","CCKAR",0
"Perturbation","CCKBR",0
"Perturbation","CCL1",0
"Perturbation","CCL11",0
"Perturbation","CCL13",0
"Perturbation","CCL14",0
"Perturbation","CCL15",0
"Perturbation","CCL16",0
"Perturbation","CCL17",0
"Perturbation","CCL18",0
"Perturbation","CCL19",0
"Perturbation","CCL2",0
"Perturbation","CCL20",0
"Perturbation","CCL21",0
"Perturbation","CCL22",0
"Perturbation","CCL23",0
"Perturbation","CCL24",0
"Perturbation","CCL25",0
"Perturbation","CCL26",0
"Perturbation","CCL27",0
"Perturbation","CCL28",0
"Perturbation","CCL3",0
"Perturbation","CCL3L1",0
"Perturbation","CCL4",0
"Perturbation","CCL4L1",0
"Perturbation","CCL5",0
"Perturbation","CCL7",0
"Perturbation","CCL8",0
"Perturbation","CCN1",0
"Perturbation","CCN2",0
"Perturbation","CCN3",0
"Perturbation","CCNA1",0
"Perturbation","CCNA2_CDK1",0
"Perturbation","CCNA2_CDK18",0
"Perturbation","CCNA2_CDK2",0
"Perturbation","CCNB1_CDK1",0
"Perturbation","CCNC",0
"Perturbation","CCNC_CDK19",0
"Perturbation","CCNC_CDK3",0
"Perturbation","CCNC_CDK8_MED12_MED13_MED13L",0
"Perturbation","CCND1",0
"Perturbation","CCND1_CDK4",0
"Perturbation","CCND1_CDK6",0
"Perturbation","CCND2",0
"Perturbation","CCND3",0
"Perturbation","CCND3_CDK11A",0
"Perturbation","CCND3_CDK11B",0
"Perturbation","CCND3_CDK6",0
"Perturbation","CCNE1_CDK3",0
"Perturbation","CCNE2_CDK2",0
"Perturbation","CCNF",0
"Perturbation","CCNH",0
"Perturbation","CCNH_CDK7_ERCC2_ERCC3_GTF2H1_GTF2H2_GTF2H2C_2_GTF2H3_GTF2H4_GTF2H5_MNAT1",0
"Perturbation","CCNH_CDK7_MNAT1",0
"Perturbation","CCNK_CDK12",0
"Perturbation","CCNK_CDK13",0
"Perturbation","CCNO",0
"Perturbation","CCNT1_CCNT2_CDK9",0
"Perturbation","CCNT1_CDK9",0
"Perturbation","CCNY_CDK14",0
"Perturbation","CCNY_CDK16",0
"Perturbation","CCP110",0
"Perturbation","CCR5",0
"Perturbation","CCR6",0
"Perturbation","CCR7",0
"Perturbation","CCT2_CCT3_CCT4_CCT5_CCT6A_CCT7_CCT8_TCP1",0
"Perturbation","CD14",0
"Perturbation","CD163",0
"Perturbation","CD19",0
"Perturbation","CD22",0
"Perturbation","CD24",0
"Perturbation","CD247",0
"Perturbation","CD247_CD3D_CD3E_CD3G",0
"Perturbation","CD274",0
"Perturbation","CD28",0
"Perturbation","CD2AP",0
"Perturbation","CD300LB",0
"Perturbation","CD34",0
"Perturbation","CD3E",0
"Perturbation","CD4",0
"Perturbation","CD40",0
"Perturbation","CD40LG",0
"Perturbation","CD48",0
"Perturbation","CD55",0
"Perturbation","CD58",0
"Perturbation","CD59",0
"Perturbation","CD70",0
"Perturbation","CD74",0
"Perturbation","CD79A_CD79B_P0DOX3_P0DOX7",0
"Perturbation","CD79A_CD79B_P0DOX3_P0DOX8",0
"Perturbation","CD79A_CD79B_P0DOX6_P0DOX7",0
"Perturbation","CD79A_CD79B_P0DOX6_P0DOX8",0
"Perturbation","CD80",0
"Perturbation","CD86",0
"Perturbation","CDC14A",0
"Perturbation","CDC14B",0
"Perturbation","CDC20",0
"Perturbation","CDC25A",0
"Perturbation","CDC25B",0
"Perturbation","CDC25C",0
"Perturbation","CDC34",0
"Perturbation","CDC37_HSP90AA1",0
"Perturbation","CDC42",0
"Perturbation","CDC42BPA",0
"Perturbation","CDC42BPB",0
"Perturbation","CDC45",0
"Perturbation","CDC5L",0
"Perturbation","CDC7",0
"Perturbation","CDC73",0
"Perturbation","CDC73_CTR9_LEO1_PAF1_RTF1_SKIC8",0
"Perturbation","CDC73_CTR9_LEO1_PAF1_SKIC8",0
"Perturbation","CDCA2",0
"Perturbation","CDCA3",0
"Perturbation","CDCA5",0
"Perturbation","CDCA8_PRC1",0
"Perturbation","CDH1",0
"Perturbation","CDH10",0
"Perturbation","CDH11",0
"Perturbation","CDH12",0
"Perturbation","CDH13",0
"Perturbation","CDH15",0
"Perturbation","CDH16",0
"Perturbation","CDH17",0
"Perturbation","CDH18",0
"Perturbation","CDH19",0
"Perturbation","CDH2",0
"Perturbation","CDH20",0
"Perturbation","CDH22",0
"Perturbation","CDH23",0
"Perturbation","CDH23_MYO7A_PCDH15_USH1C_USH1G",0
"Perturbation","CDH24",0
"Perturbation","CDH3",0
"Perturbation","CDH4",0
"Perturbation","CDH5",0
"Perturbation","CDH6",0
"Perturbation","CDH7",0
"Perturbation","CDH8",0
"Perturbation","CDH9",0
"Perturbation","CDK1",0
"Perturbation","CDK10",0
"Perturbation","CDK11A",0
"Perturbation","CDK11B",0
"Perturbation","CDK12",0
"Perturbation","CDK13",0
"Perturbation","CDK14",0
"Perturbation","CDK16",0
"Perturbation","CDK18",0
"Perturbation","CDK19",0
"Perturbation","CDK2",0
"Perturbation","CDK20",0
"Perturbation","CDK2AP1",0
"Perturbation","CDK3",0
"Perturbation","CDK4",0
"Perturbation","CDK5",0
"Perturbation","CDK5R1",0
"Perturbation","CDK5RAP2",0
"Perturbation","CDK5RAP3",0
"Perturbation","CDK5_CDK5R1",0
"Perturbation","CDK6",0
"Perturbation","CDK7",0
"Perturbation","CDK8",0
"Perturbation","CDK9",0
"Perturbation","CDKL1",0
"Perturbation","CDKL5",0
"Perturbation","CDKN1A",0
"Perturbation","CDKN1B",0
"Perturbation","CDKN2A",0
"Perturbation","CDKN2AIP",0
"Perturbation","CDKN2A_MDM2",0
"Perturbation","CDKN2B",0
"Perturbation","CDKN2C",0
"Perturbation","CDKN2D",0
"Perturbation","CDKN3",0
"Perturbation","CDO1",0
"Perturbation","CDON",0
"Perturbation","CDON_SPAG9",0
"Perturbation","CDR2",0
"Perturbation","CDT1",0
"Perturbation","CDX2",0
"Perturbation","CEBPA",49
"Perturbation","CEBPA_FOXO1",0
"Perturbation","CEBPB",51
"Perturbation","CEBPB_FOXO1",0
"Perturbation","CEBPE",0
"Perturbation","CELF1",0
"Perturbation","CELF6",0
"Perturbation","CENPC",0
"Perturbation","CENPK",0
"Perturbation","CENPN",0
"Perturbation","CENPS_CENPX",0
"Perturbation","CEP135",0
"Perturbation","CEP152",0
"Perturbation","CEP192",0
"Perturbation","CEP250",0
"Perturbation","CEP290",0
"Perturbation","CEP41",0
"Perturbation","CEP43",0
"Perturbation","CEP63",0
"Perturbation","CEP68",0
"Perturbation","CEP72",0
"Perturbation","CEP76",0
"Perturbation","CEP85",0
"Perturbation","CERK",0
"Perturbation","CETN2_RAD23B_XPC",0
"Perturbation","CFAP53",0
"Perturbation","CFD",0
"Perturbation","CFH",0
"Perturbation","CFHR1",0
"Perturbation","CFI",0
"Perturbation","CFL1",0
"Perturbation","CFL2",0
"Perturbation","CFLAR",0
"Perturbation","CFLAR_FAS_RIPK1_TNFRSF10A_TNFRSF1A_TNFSF10_TRADD_TRAF2",0
"Perturbation","CGA",0
"Perturbation","CGA_TSHB",0
"Perturbation","CGB8",0
"Perturbation","CGRRF1",0
"Perturbation","CHAD",0
"Perturbation","CHAF1A_CHAF1B_RBBP4",0
"Perturbation","CHAMP1",0
"Perturbation","CHD1",0
"Perturbation","CHD2",0
"Perturbation","CHD3_CHD4_GATAD2A_GATAD2B_HDAC1_HDAC2_MBD2_MBD3_MTA1_MTA2_MTA3_RBBP4_RBBP7",0
"Perturbation","CHD8",0
"Perturbation","CHEBI_15996_CHEBI_16635_CHEBI_33699_EIF1_EIF2S1_EIF2S2_EIF2S3_EIF3A_EIF3B_EIF3C_EIF3D_EIF3E_EIF3F_EIF3G_EIF3H_EIF3I_EIF3J_EIF3K_EIF3L_EIF3M_EIF4A2_EIF4B_EIF4E_EIF4G1_EIF5_FAU_RPS10_RPS11_RPS12_RPS13_RPS14_RPS15_RPS15A_RPS16_RPS17_RPS18_RPS19_RPS2_RPS20_RPS21_RPS23_RPS24_RPS25_RPS26_RPS27_RPS27A_RPS27L_RPS28_RPS29_RPS3_RPS3A_RPS4X_RPS4Y1_RPS4Y2_RPS5_RPS6_RPS7_RPS8_RPS9_RPSA",0
"Perturbation","CHEBI_15996_CHEBI_2651_EEF1A1",0
"Perturbation","CHEBI_15996_ETF1_GSPT1",0
"Perturbation","CHEBI_16038_CHEBI_28494_CHEBI_64482",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DMA_HLA_DMB",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DMA_HLA_DOB",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DMA_HLA_DPB1",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DMA_HLA_DQB1",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DMA_HLA_DQB2",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DMA_HLA_DRB1",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DMA_HLA_DRB3",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DMA_HLA_DRB4",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DMA_HLA_DRB5",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DMB_HLA_DOA",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DMB_HLA_DPA1",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DMB_HLA_DQA1",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DMB_HLA_DQA2",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DMB_HLA_DRA",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DOA_HLA_DOB",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DOA_HLA_DPB1",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DOA_HLA_DQB1",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DOA_HLA_DQB2",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DOA_HLA_DRB1",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DOA_HLA_DRB3",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DOA_HLA_DRB4",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DOA_HLA_DRB5",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DOB_HLA_DPA1",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DOB_HLA_DQA1",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DOB_HLA_DQA2",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DOB_HLA_DRA",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DPA1_HLA_DPB1",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DPA1_HLA_DQB1",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DPA1_HLA_DQB2",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DPA1_HLA_DRB1",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DPA1_HLA_DRB3",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DPA1_HLA_DRB4",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DPA1_HLA_DRB5",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DPB1_HLA_DQA1",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DPB1_HLA_DQA2",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DPB1_HLA_DRA",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DQA1_HLA_DQB1",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DQA1_HLA_DQB2",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DQA1_HLA_DRB1",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DQA1_HLA_DRB3",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DQA1_HLA_DRB4",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DQA1_HLA_DRB5",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DQA2_HLA_DQB1",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DQA2_HLA_DQB2",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DQA2_HLA_DRB1",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DQA2_HLA_DRB3",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DQA2_HLA_DRB4",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DQA2_HLA_DRB5",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DQB1_HLA_DRA",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DQB2_HLA_DRA",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DRA_HLA_DRB1",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DRA_HLA_DRB3",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DRA_HLA_DRB4",0
"Perturbation","CHEBI_166824_CHEBI_53000_HLA_DRA_HLA_DRB5",0
"Perturbation","CHEBI_18420_DIS3L_EXOSC1_EXOSC10_EXOSC2_EXOSC3_EXOSC4_EXOSC5_EXOSC6_EXOSC7_EXOSC8_EXOSC9",0
"Perturbation","CHEK1",0
"Perturbation","CHEK2",0
"Perturbation","CHFR",0
"Perturbation","CHKA",0
"Perturbation","CHL1",0
"Perturbation","CHM",0
"Perturbation","CHN1",0
"Perturbation","CHN2",0
"Perturbation","CHP1",0
"Perturbation","CHRM1",0
"Perturbation","CHRM2",0
"Perturbation","CHRM3",0
"Perturbation","CHRM4",0
"Perturbation","CHRM5",0
"Perturbation","CHRNA7",0
"Perturbation","CHRNB3",0
